sex,age,unit,geotime,date,value
T,Y_LT60,PPCH_3Y,BG,2007-01-01,
T,Y_LT60,PPCH_3Y,BG,2008-01-01,
T,Y_LT60,PPCH_3Y,BG,2009-01-01,7
T,Y_LT60,PPCH_3Y,BG,2010-01-01,8
T,Y_LT60,PPCH_3Y,BG,2011-01-01,2
T,Y_LT60,PPCH_3Y,BG,2012-01-01,5
T,Y_LT60,PPCH_3Y,BG,2013-01-01,
T,Y_LT60,PPCH_3Y,BG,2014-01-01,1
T,Y_LT60,PPCH_3Y,BG,2015-01-01,0
T,Y_LT60,PPCH_3Y,BG,2016-01-01,1
T,Y_LT60,PPCH_3Y,BG,2017-01-01,1
T,Y_LT60,PPCH_3Y,CY,2003-01-01,
T,Y_LT60,PPCH_3Y,CY,2004-01-01,
T,Y_LT60,PPCH_3Y,CY,2005-01-01,
T,Y_LT60,PPCH_3Y,CY,2006-01-01,
T,Y_LT60,PPCH_3Y,CY,2007-01-01,
T,Y_LT60,PPCH_3Y,CY,2008-01-01,0
T,Y_LT60,PPCH_3Y,CY,2009-01-01,0
T,Y_LT60,PPCH_3Y,CY,2010-01-01,1
T,Y_LT60,PPCH_3Y,CY,2011-01-01,0
T,Y_LT60,PPCH_3Y,CY,2012-01-01,2
T,Y_LT60,PPCH_3Y,CY,2013-01-01,
T,Y_LT60,PPCH_3Y,CY,2014-01-01,4
T,Y_LT60,PPCH_3Y,CY,2015-01-01,4
T,Y_LT60,PPCH_3Y,CY,2016-01-01,2
T,Y_LT60,PPCH_3Y,CY,2017-01-01,0
T,Y_LT60,PPCH_3Y,CZ,2003-01-01,
T,Y_LT60,PPCH_3Y,CZ,2004-01-01,
T,Y_LT60,PPCH_3Y,CZ,2005-01-01,
T,Y_LT60,PPCH_3Y,CZ,2006-01-01,
T,Y_LT60,PPCH_3Y,CZ,2007-01-01,
T,Y_LT60,PPCH_3Y,CZ,2008-01-01,1
T,Y_LT60,PPCH_3Y,CZ,2009-01-01,2
T,Y_LT60,PPCH_3Y,CZ,2010-01-01,2
T,Y_LT60,PPCH_3Y,CZ,2011-01-01,0
T,Y_LT60,PPCH_3Y,CZ,2012-01-01,0
T,Y_LT60,PPCH_3Y,CZ,2013-01-01,
T,Y_LT60,PPCH_3Y,CZ,2014-01-01,1
T,Y_LT60,PPCH_3Y,CZ,2015-01-01,0
T,Y_LT60,PPCH_3Y,CZ,2016-01-01,0
T,Y_LT60,PPCH_3Y,CZ,2017-01-01,2
T,Y_LT60,PPCH_3Y,DE,2003-01-01,
T,Y_LT60,PPCH_3Y,DE,2004-01-01,
T,Y_LT60,PPCH_3Y,DE,2005-01-01,
T,Y_LT60,PPCH_3Y,DE,2006-01-01,
T,Y_LT60,PPCH_3Y,DE,2007-01-01,
T,Y_LT60,PPCH_3Y,DE,2008-01-01,0
T,Y_LT60,PPCH_3Y,DE,2009-01-01,2
T,Y_LT60,PPCH_3Y,DE,2010-01-01,0
T,Y_LT60,PPCH_3Y,DE,2011-01-01,0
T,Y_LT60,PPCH_3Y,DE,2012-01-01,1
T,Y_LT60,PPCH_3Y,DE,2013-01-01,
T,Y_LT60,PPCH_3Y,DE,2014-01-01,1
T,Y_LT60,PPCH_3Y,DE,2015-01-01,0
T,Y_LT60,PPCH_3Y,DE,2016-01-01,0
T,Y_LT60,PPCH_3Y,DE,2017-01-01,1
T,Y_LT60,PPCH_3Y,DK,2003-01-01,
T,Y_LT60,PPCH_3Y,DK,2004-01-01,
T,Y_LT60,PPCH_3Y,DK,2005-01-01,
T,Y_LT60,PPCH_3Y,DK,2006-01-01,0
T,Y_LT60,PPCH_3Y,DK,2007-01-01,0
T,Y_LT60,PPCH_3Y,DK,2008-01-01,1
T,Y_LT60,PPCH_3Y,DK,2009-01-01,0
T,Y_LT60,PPCH_3Y,DK,2010-01-01,0
T,Y_LT60,PPCH_3Y,DK,2011-01-01,2
T,Y_LT60,PPCH_3Y,DK,2012-01-01,1
T,Y_LT60,PPCH_3Y,DK,2013-01-01,
T,Y_LT60,PPCH_3Y,DK,2014-01-01,1
T,Y_LT60,PPCH_3Y,DK,2015-01-01,1
T,Y_LT60,PPCH_3Y,DK,2016-01-01,1
T,Y_LT60,PPCH_3Y,DK,2017-01-01,2
T,Y_LT60,PPCH_3Y,EE,2003-01-01,
T,Y_LT60,PPCH_3Y,EE,2004-01-01,
T,Y_LT60,PPCH_3Y,EE,2005-01-01,
T,Y_LT60,PPCH_3Y,EE,2006-01-01,
T,Y_LT60,PPCH_3Y,EE,2007-01-01,3
T,Y_LT60,PPCH_3Y,EE,2008-01-01,4
T,Y_LT60,PPCH_3Y,EE,2009-01-01,1
T,Y_LT60,PPCH_3Y,EE,2010-01-01,2
T,Y_LT60,PPCH_3Y,EE,2011-01-01,4
T,Y_LT60,PPCH_3Y,EE,2012-01-01,3
T,Y_LT60,PPCH_3Y,EE,2013-01-01,
T,Y_LT60,PPCH_3Y,EE,2014-01-01,2
T,Y_LT60,PPCH_3Y,EE,2015-01-01,2
T,Y_LT60,PPCH_3Y,EE,2016-01-01,2
T,Y_LT60,PPCH_3Y,EE,2017-01-01,1
T,Y_LT60,PPCH_3Y,EL,2003-01-01,
T,Y_LT60,PPCH_3Y,EL,2004-01-01,
T,Y_LT60,PPCH_3Y,EL,2005-01-01,
T,Y_LT60,PPCH_3Y,EL,2006-01-01,0
T,Y_LT60,PPCH_3Y,EL,2007-01-01,0
T,Y_LT60,PPCH_3Y,EL,2008-01-01,0
T,Y_LT60,PPCH_3Y,EL,2009-01-01,1
T,Y_LT60,PPCH_3Y,EL,2010-01-01,0
T,Y_LT60,PPCH_3Y,EL,2011-01-01,4
T,Y_LT60,PPCH_3Y,EL,2012-01-01,7
T,Y_LT60,PPCH_3Y,EL,2013-01-01,
T,Y_LT60,PPCH_3Y,EL,2014-01-01,5
T,Y_LT60,PPCH_3Y,EL,2015-01-01,2
T,Y_LT60,PPCH_3Y,EL,2016-01-01,1
T,Y_LT60,PPCH_3Y,EL,2017-01-01,1
T,Y_LT60,PPCH_3Y,ES,2003-01-01,
T,Y_LT60,PPCH_3Y,ES,2004-01-01,
T,Y_LT60,PPCH_3Y,ES,2005-01-01,
T,Y_LT60,PPCH_3Y,ES,2006-01-01,
T,Y_LT60,PPCH_3Y,ES,2007-01-01,0
T,Y_LT60,PPCH_3Y,ES,2008-01-01,0
T,Y_LT60,PPCH_3Y,ES,2009-01-01,1
T,Y_LT60,PPCH_3Y,ES,2010-01-01,4
T,Y_LT60,PPCH_3Y,ES,2011-01-01,6
T,Y_LT60,PPCH_3Y,ES,2012-01-01,6
T,Y_LT60,PPCH_3Y,ES,2013-01-01,
T,Y_LT60,PPCH_3Y,ES,2014-01-01,3
T,Y_LT60,PPCH_3Y,ES,2015-01-01,1
T,Y_LT60,PPCH_3Y,ES,2016-01-01,0
T,Y_LT60,PPCH_3Y,ES,2017-01-01,4
T,Y_LT60,PPCH_3Y,FI,2003-01-01,
T,Y_LT60,PPCH_3Y,FI,2004-01-01,
T,Y_LT60,PPCH_3Y,FI,2005-01-01,
T,Y_LT60,PPCH_3Y,FI,2006-01-01,
T,Y_LT60,PPCH_3Y,FI,2007-01-01,0
T,Y_LT60,PPCH_3Y,FI,2008-01-01,2
T,Y_LT60,PPCH_3Y,FI,2009-01-01,0
T,Y_LT60,PPCH_3Y,FI,2010-01-01,0
T,Y_LT60,PPCH_3Y,FI,2011-01-01,2
T,Y_LT60,PPCH_3Y,FI,2012-01-01,0
T,Y_LT60,PPCH_3Y,FI,2013-01-01,
T,Y_LT60,PPCH_3Y,FI,2014-01-01,0
T,Y_LT60,PPCH_3Y,FI,2015-01-01,1
T,Y_LT60,PPCH_3Y,FI,2016-01-01,2
T,Y_LT60,PPCH_3Y,FI,2017-01-01,0
T,Y_LT60,PPCH_3Y,FR,2003-01-01,
T,Y_LT60,PPCH_3Y,FR,2004-01-01,
T,Y_LT60,PPCH_3Y,FR,2005-01-01,
T,Y_LT60,PPCH_3Y,FR,2006-01-01,
T,Y_LT60,PPCH_3Y,FR,2007-01-01,0
T,Y_LT60,PPCH_3Y,FR,2008-01-01,0
T,Y_LT60,PPCH_3Y,FR,2009-01-01,0
T,Y_LT60,PPCH_3Y,FR,2010-01-01,0
T,Y_LT60,PPCH_3Y,FR,2011-01-01,0
T,Y_LT60,PPCH_3Y,FR,2012-01-01,0
T,Y_LT60,PPCH_3Y,FR,2013-01-01,
T,Y_LT60,PPCH_3Y,FR,2014-01-01,0
T,Y_LT60,PPCH_3Y,FR,2015-01-01,0
T,Y_LT60,PPCH_3Y,FR,2016-01-01,0
T,Y_LT60,PPCH_3Y,FR,2017-01-01,1
T,Y_LT60,PPCH_3Y,HR,2003-01-01,
T,Y_LT60,PPCH_3Y,HR,2004-01-01,
T,Y_LT60,PPCH_3Y,HR,2005-01-01,
T,Y_LT60,PPCH_3Y,HR,2006-01-01,
T,Y_LT60,PPCH_3Y,HR,2007-01-01,
T,Y_LT60,PPCH_3Y,HR,2008-01-01,
T,Y_LT60,PPCH_3Y,HR,2009-01-01,
T,Y_LT60,PPCH_3Y,HR,2010-01-01,
T,Y_LT60,PPCH_3Y,HR,2011-01-01,
T,Y_LT60,PPCH_3Y,HR,2012-01-01,
T,Y_LT60,PPCH_3Y,HR,2013-01-01,
T,Y_LT60,PPCH_3Y,HR,2014-01-01,1
T,Y_LT60,PPCH_3Y,HR,2015-01-01,2
T,Y_LT60,PPCH_3Y,HR,2016-01-01,1
T,Y_LT60,PPCH_3Y,HR,2017-01-01,
T,Y_LT60,PPCH_3Y,HU,2003-01-01,
T,Y_LT60,PPCH_3Y,HU,2004-01-01,
T,Y_LT60,PPCH_3Y,HU,2005-01-01,
T,Y_LT60,PPCH_3Y,HU,2006-01-01,
T,Y_LT60,PPCH_3Y,HU,2007-01-01,
T,Y_LT60,PPCH_3Y,HU,2008-01-01,2
T,Y_LT60,PPCH_3Y,HU,2009-01-01,1
T,Y_LT60,PPCH_3Y,HU,2010-01-01,0
T,Y_LT60,PPCH_3Y,HU,2011-01-01,0
T,Y_LT60,PPCH_3Y,HU,2012-01-01,2
T,Y_LT60,PPCH_3Y,HU,2013-01-01,
T,Y_LT60,PPCH_3Y,HU,2014-01-01,0
T,Y_LT60,PPCH_3Y,HU,2015-01-01,4
T,Y_LT60,PPCH_3Y,HU,2016-01-01,5
T,Y_LT60,PPCH_3Y,HU,2017-01-01,6
T,Y_LT60,PPCH_3Y,IE,2003-01-01,
T,Y_LT60,PPCH_3Y,IE,2004-01-01,
T,Y_LT60,PPCH_3Y,IE,2005-01-01,
T,Y_LT60,PPCH_3Y,IE,2006-01-01,1
T,Y_LT60,PPCH_3Y,IE,2007-01-01,1
T,Y_LT60,PPCH_3Y,IE,2008-01-01,1
T,Y_LT60,PPCH_3Y,IE,2009-01-01,7
T,Y_LT60,PPCH_3Y,IE,2010-01-01,8
T,Y_LT60,PPCH_3Y,IE,2011-01-01,10
T,Y_LT60,PPCH_3Y,IE,2012-01-01,3
T,Y_LT60,PPCH_3Y,IE,2013-01-01,
T,Y_LT60,PPCH_3Y,IE,2014-01-01,3
T,Y_LT60,PPCH_3Y,IE,2015-01-01,4
T,Y_LT60,PPCH_3Y,IE,2016-01-01,5
T,Y_LT60,PPCH_3Y,IE,2017-01-01,
T,Y_LT60,PPCH_3Y,IT,2003-01-01,
T,Y_LT60,PPCH_3Y,IT,2004-01-01,
T,Y_LT60,PPCH_3Y,IT,2005-01-01,
T,Y_LT60,PPCH_3Y,IT,2006-01-01,
T,Y_LT60,PPCH_3Y,IT,2007-01-01,2
T,Y_LT60,PPCH_3Y,IT,2008-01-01,0
T,Y_LT60,PPCH_3Y,IT,2009-01-01,2
T,Y_LT60,PPCH_3Y,IT,2010-01-01,0
T,Y_LT60,PPCH_3Y,IT,2011-01-01,0
T,Y_LT60,PPCH_3Y,IT,2012-01-01,1
T,Y_LT60,PPCH_3Y,IT,2013-01-01,
T,Y_LT60,PPCH_3Y,IT,2014-01-01,1
T,Y_LT60,PPCH_3Y,IT,2015-01-01,1
T,Y_LT60,PPCH_3Y,IT,2016-01-01,1
T,Y_LT60,PPCH_3Y,IT,2017-01-01,0
T,Y_LT60,PPCH_3Y,LT,2003-01-01,
T,Y_LT60,PPCH_3Y,LT,2004-01-01,
T,Y_LT60,PPCH_3Y,LT,2005-01-01,
T,Y_LT60,PPCH_3Y,LT,2006-01-01,
T,Y_LT60,PPCH_3Y,LT,2007-01-01,
T,Y_LT60,PPCH_3Y,LT,2008-01-01,3
T,Y_LT60,PPCH_3Y,LT,2009-01-01,1
T,Y_LT60,PPCH_3Y,LT,2010-01-01,3
T,Y_LT60,PPCH_3Y,LT,2011-01-01,6
T,Y_LT60,PPCH_3Y,LT,2012-01-01,4
T,Y_LT60,PPCH_3Y,LT,2013-01-01,
T,Y_LT60,PPCH_3Y,LT,2014-01-01,3
T,Y_LT60,PPCH_3Y,LT,2015-01-01,2
T,Y_LT60,PPCH_3Y,LT,2016-01-01,0
T,Y_LT60,PPCH_3Y,LT,2017-01-01,0
T,Y_LT60,PPCH_3Y,LU,2003-01-01,
T,Y_LT60,PPCH_3Y,LU,2004-01-01,
T,Y_LT60,PPCH_3Y,LU,2005-01-01,
T,Y_LT60,PPCH_3Y,LU,2006-01-01,0
T,Y_LT60,PPCH_3Y,LU,2007-01-01,1
T,Y_LT60,PPCH_3Y,LU,2008-01-01,1
T,Y_LT60,PPCH_3Y,LU,2009-01-01,1
T,Y_LT60,PPCH_3Y,LU,2010-01-01,0
T,Y_LT60,PPCH_3Y,LU,2011-01-01,1
T,Y_LT60,PPCH_3Y,LU,2012-01-01,0
T,Y_LT60,PPCH_3Y,LU,2013-01-01,
T,Y_LT60,PPCH_3Y,LU,2014-01-01,0
T,Y_LT60,PPCH_3Y,LU,2015-01-01,0
T,Y_LT60,PPCH_3Y,LU,2016-01-01,0
T,Y_LT60,PPCH_3Y,LU,2017-01-01,0
T,Y_LT60,PPCH_3Y,LV,2003-01-01,
T,Y_LT60,PPCH_3Y,LV,2004-01-01,
T,Y_LT60,PPCH_3Y,LV,2005-01-01,
T,Y_LT60,PPCH_3Y,LV,2006-01-01,
T,Y_LT60,PPCH_3Y,LV,2007-01-01,
T,Y_LT60,PPCH_3Y,LV,2008-01-01,2
T,Y_LT60,PPCH_3Y,LV,2009-01-01,0
T,Y_LT60,PPCH_3Y,LV,2010-01-01,6
T,Y_LT60,PPCH_3Y,LV,2011-01-01,7
T,Y_LT60,PPCH_3Y,LV,2012-01-01,4
T,Y_LT60,PPCH_3Y,LV,2013-01-01,
T,Y_LT60,PPCH_3Y,LV,2014-01-01,3
T,Y_LT60,PPCH_3Y,LV,2015-01-01,3
T,Y_LT60,PPCH_3Y,LV,2016-01-01,2
T,Y_LT60,PPCH_3Y,LV,2017-01-01,1
T,Y_LT60,PPCH_3Y,MT,2003-01-01,
T,Y_LT60,PPCH_3Y,MT,2004-01-01,
T,Y_LT60,PPCH_3Y,MT,2005-01-01,
T,Y_LT60,PPCH_3Y,MT,2006-01-01,
T,Y_LT60,PPCH_3Y,MT,2007-01-01,
T,Y_LT60,PPCH_3Y,MT,2008-01-01,1
T,Y_LT60,PPCH_3Y,MT,2009-01-01,0
T,Y_LT60,PPCH_3Y,MT,2010-01-01,0
T,Y_LT60,PPCH_3Y,MT,2011-01-01,0
T,Y_LT60,PPCH_3Y,MT,2012-01-01,0
T,Y_LT60,PPCH_3Y,MT,2013-01-01,
T,Y_LT60,PPCH_3Y,MT,2014-01-01,0
T,Y_LT60,PPCH_3Y,MT,2015-01-01,0
T,Y_LT60,PPCH_3Y,MT,2016-01-01,1
T,Y_LT60,PPCH_3Y,MT,2017-01-01,3
T,Y_LT60,PPCH_3Y,NL,2003-01-01,
T,Y_LT60,PPCH_3Y,NL,2004-01-01,
T,Y_LT60,PPCH_3Y,NL,2005-01-01,
T,Y_LT60,PPCH_3Y,NL,2006-01-01,
T,Y_LT60,PPCH_3Y,NL,2007-01-01,
T,Y_LT60,PPCH_3Y,NL,2008-01-01,1
T,Y_LT60,PPCH_3Y,NL,2009-01-01,2
T,Y_LT60,PPCH_3Y,NL,2010-01-01,1
T,Y_LT60,PPCH_3Y,NL,2011-01-01,0
T,Y_LT60,PPCH_3Y,NL,2012-01-01,0
T,Y_LT60,PPCH_3Y,NL,2013-01-01,
T,Y_LT60,PPCH_3Y,NL,2014-01-01,1
T,Y_LT60,PPCH_3Y,NL,2015-01-01,1
T,Y_LT60,PPCH_3Y,NL,2016-01-01,0
T,Y_LT60,PPCH_3Y,NL,2017-01-01,0
T,Y_LT60,PPCH_3Y,PL,2003-01-01,
T,Y_LT60,PPCH_3Y,PL,2004-01-01,
T,Y_LT60,PPCH_3Y,PL,2005-01-01,
T,Y_LT60,PPCH_3Y,PL,2006-01-01,
T,Y_LT60,PPCH_3Y,PL,2007-01-01,
T,Y_LT60,PPCH_3Y,PL,2008-01-01,6
T,Y_LT60,PPCH_3Y,PL,2009-01-01,5
T,Y_LT60,PPCH_3Y,PL,2010-01-01,2
T,Y_LT60,PPCH_3Y,PL,2011-01-01,1
T,Y_LT60,PPCH_3Y,PL,2012-01-01,0
T,Y_LT60,PPCH_3Y,PL,2013-01-01,
T,Y_LT60,PPCH_3Y,PL,2014-01-01,0
T,Y_LT60,PPCH_3Y,PL,2015-01-01,0
T,Y_LT60,PPCH_3Y,PL,2016-01-01,0
T,Y_LT60,PPCH_3Y,PL,2017-01-01,1
T,Y_LT60,PPCH_3Y,PT,2003-01-01,
T,Y_LT60,PPCH_3Y,PT,2004-01-01,
T,Y_LT60,PPCH_3Y,PT,2005-01-01,
T,Y_LT60,PPCH_3Y,PT,2006-01-01,
T,Y_LT60,PPCH_3Y,PT,2007-01-01,0
T,Y_LT60,PPCH_3Y,PT,2008-01-01,0
T,Y_LT60,PPCH_3Y,PT,2009-01-01,0
T,Y_LT60,PPCH_3Y,PT,2010-01-01,1
T,Y_LT60,PPCH_3Y,PT,2011-01-01,2
T,Y_LT60,PPCH_3Y,PT,2012-01-01,3
T,Y_LT60,PPCH_3Y,PT,2013-01-01,
T,Y_LT60,PPCH_3Y,PT,2014-01-01,3
T,Y_LT60,PPCH_3Y,PT,2015-01-01,0
T,Y_LT60,PPCH_3Y,PT,2016-01-01,3
T,Y_LT60,PPCH_3Y,PT,2017-01-01,4
T,Y_LT60,PPCH_3Y,RO,2003-01-01,
T,Y_LT60,PPCH_3Y,RO,2004-01-01,
T,Y_LT60,PPCH_3Y,RO,2005-01-01,
T,Y_LT60,PPCH_3Y,RO,2006-01-01,
T,Y_LT60,PPCH_3Y,RO,2007-01-01,
T,Y_LT60,PPCH_3Y,RO,2008-01-01,
T,Y_LT60,PPCH_3Y,RO,2009-01-01,
T,Y_LT60,PPCH_3Y,RO,2010-01-01,2
T,Y_LT60,PPCH_3Y,RO,2011-01-01,1
T,Y_LT60,PPCH_3Y,RO,2012-01-01,0
T,Y_LT60,PPCH_3Y,RO,2013-01-01,
T,Y_LT60,PPCH_3Y,RO,2014-01-01,0
T,Y_LT60,PPCH_3Y,RO,2015-01-01,0
T,Y_LT60,PPCH_3Y,RO,2016-01-01,0
T,Y_LT60,PPCH_3Y,RO,2017-01-01,0
T,Y_LT60,PPCH_3Y,SE,2003-01-01,
T,Y_LT60,PPCH_3Y,SE,2004-01-01,
T,Y_LT60,PPCH_3Y,SE,2005-01-01,
T,Y_LT60,PPCH_3Y,SE,2006-01-01,
T,Y_LT60,PPCH_3Y,SE,2007-01-01,2
T,Y_LT60,PPCH_3Y,SE,2008-01-01,0
T,Y_LT60,PPCH_3Y,SE,2009-01-01,1
T,Y_LT60,PPCH_3Y,SE,2010-01-01,2
T,Y_LT60,PPCH_3Y,SE,2011-01-01,2
T,Y_LT60,PPCH_3Y,SE,2012-01-01,0
T,Y_LT60,PPCH_3Y,SE,2013-01-01,
T,Y_LT60,PPCH_3Y,SE,2014-01-01,0
T,Y_LT60,PPCH_3Y,SE,2015-01-01,0
T,Y_LT60,PPCH_3Y,SE,2016-01-01,0
T,Y_LT60,PPCH_3Y,SE,2017-01-01,0
T,Y_LT60,PPCH_3Y,SI,2003-01-01,
T,Y_LT60,PPCH_3Y,SI,2004-01-01,
T,Y_LT60,PPCH_3Y,SI,2005-01-01,
T,Y_LT60,PPCH_3Y,SI,2006-01-01,
T,Y_LT60,PPCH_3Y,SI,2007-01-01,
T,Y_LT60,PPCH_3Y,SI,2008-01-01,1
T,Y_LT60,PPCH_3Y,SI,2009-01-01,1
T,Y_LT60,PPCH_3Y,SI,2010-01-01,0
T,Y_LT60,PPCH_3Y,SI,2011-01-01,0
T,Y_LT60,PPCH_3Y,SI,2012-01-01,1
T,Y_LT60,PPCH_3Y,SI,2013-01-01,
T,Y_LT60,PPCH_3Y,SI,2014-01-01,1
T,Y_LT60,PPCH_3Y,SI,2015-01-01,0
T,Y_LT60,PPCH_3Y,SI,2016-01-01,0
T,Y_LT60,PPCH_3Y,SI,2017-01-01,2
T,Y_LT60,PPCH_3Y,SK,2003-01-01,
T,Y_LT60,PPCH_3Y,SK,2004-01-01,
T,Y_LT60,PPCH_3Y,SK,2005-01-01,
T,Y_LT60,PPCH_3Y,SK,2006-01-01,
T,Y_LT60,PPCH_3Y,SK,2007-01-01,
T,Y_LT60,PPCH_3Y,SK,2008-01-01,1
T,Y_LT60,PPCH_3Y,SK,2009-01-01,0
T,Y_LT60,PPCH_3Y,SK,2010-01-01,1
T,Y_LT60,PPCH_3Y,SK,2011-01-01,2
T,Y_LT60,PPCH_3Y,SK,2012-01-01,1
T,Y_LT60,PPCH_3Y,SK,2013-01-01,
T,Y_LT60,PPCH_3Y,SK,2014-01-01,0
T,Y_LT60,PPCH_3Y,SK,2015-01-01,0
T,Y_LT60,PPCH_3Y,SK,2016-01-01,1
T,Y_LT60,PPCH_3Y,SK,2017-01-01,1
T,Y_LT60,PPCH_3Y,UK,2003-01-01,
T,Y_LT60,PPCH_3Y,UK,2004-01-01,
T,Y_LT60,PPCH_3Y,UK,2005-01-01,
T,Y_LT60,PPCH_3Y,UK,2006-01-01,
T,Y_LT60,PPCH_3Y,UK,2007-01-01,
T,Y_LT60,PPCH_3Y,UK,2008-01-01,2
T,Y_LT60,PPCH_3Y,UK,2009-01-01,0
T,Y_LT60,PPCH_3Y,UK,2010-01-01,2
T,Y_LT60,PPCH_3Y,UK,2011-01-01,1
T,Y_LT60,PPCH_3Y,UK,2012-01-01,0
T,Y_LT60,PPCH_3Y,UK,2013-01-01,
T,Y_LT60,PPCH_3Y,UK,2014-01-01,0
T,Y_LT60,PPCH_3Y,UK,2015-01-01,1
T,Y_LT60,PPCH_3Y,UK,2016-01-01,1
T,Y_LT60,PPCH_3Y,UK,2017-01-01,
