waste,hazard,nace_r2,unit,geo\time,date,value
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CZ,2006-01-01,1276 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CZ,2008-01-01,1193 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CZ,2010-01-01,1182 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CZ,2012-01-01,1197 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CZ,2014-01-01,1118 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CZ,2016-01-01,1214 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DE,2004-01-01,1473 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DE,2006-01-01,1466 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DE,2008-01-01,1577 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DE,2010-01-01,1713 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DE,2012-01-01,1810 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DE,2014-01-01,1908 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DE,2016-01-01,1897 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DK,2004-01-01,1520 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DK,2006-01-01,1644 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DK,2008-01-01,1711 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DK,2010-01-01,1915 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DK,2012-01-01,1747 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DK,2014-01-01,1778 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,DK,2016-01-01,1657 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EE,2004-01-01,10791 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EE,2006-01-01,8586 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EE,2008-01-01,8238 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EE,2010-01-01,8612 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EE,2012-01-01,8589 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EE,2014-01-01,9514 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EE,2016-01-01,8965 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EL,2004-01-01,2551 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EL,2006-01-01,2678 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EL,2008-01-01,2098 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EL,2010-01-01,2016 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EL,2012-01-01,2051 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EL,2014-01-01,1928 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EL,2016-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ES,2004-01-01,1906 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ES,2006-01-01,1718 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ES,2008-01-01,1538 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ES,2010-01-01,1332 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ES,2012-01-01,1379 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ES,2014-01-01,1428 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ES,2016-01-01,1480 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EU28,2004-01-01,1907 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EU28,2006-01-01,1895 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EU28,2008-01-01,1803 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EU28,2010-01-01,1720 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EU28,2012-01-01,1708 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EU28,2014-01-01,1717 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,EU28,2016-01-01,1783 s
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FI,2004-01-01,4479 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FI,2006-01-01,4916 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FI,2008-01-01,4350 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FI,2010-01-01,4517 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FI,2012-01-01,3912 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FI,2014-01-01,2508 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FI,2016-01-01,2595 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FR,2004-01-01,1491 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FR,2006-01-01,1456 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FR,2008-01-01,1473 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FR,2010-01-01,1505 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FR,2012-01-01,1512 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FR,2014-01-01,1444 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,FR,2016-01-01,1452 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HR,2004-01-01,1134 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HR,2006-01-01,1095 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HR,2008-01-01,750 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HR,2010-01-01,674 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HR,2012-01-01,620 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HR,2014-01-01,723 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HR,2016-01-01,828 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HU,2004-01-01,1864 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HU,2006-01-01,1591 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HU,2008-01-01,1194 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HU,2010-01-01,1156 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HU,2012-01-01,1136 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HU,2014-01-01,1214 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,HU,2016-01-01,1116 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IE,2004-01-01,1316 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IE,2006-01-01,1238 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IE,2008-01-01,607 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IE,2010-01-01,2704 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IE,2012-01-01,1761 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IE,2014-01-01,1666 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IE,2016-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IS,2004-01-01,1682 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IS,2006-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IS,2008-01-01,2161 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IS,2010-01-01,1517 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IS,2012-01-01,1599 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IS,2014-01-01,1254 b
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IS,2016-01-01,1467 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IT,2004-01-01,1441 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IT,2006-01-01,1533 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IT,2008-01-01,1595 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IT,2010-01-01,1674 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IT,2012-01-01,1709 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IT,2014-01-01,1772 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,IT,2016-01-01,1799 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LI,2004-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LI,2006-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LI,2008-01-01,1955 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LI,2010-01-01,1836 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LI,2012-01-01,1990 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LI,2014-01-01,1149 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LI,2016-01-01,1217 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LT,2004-01-01,1899 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LT,2006-01-01,1720 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LT,2008-01-01,1741 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LT,2010-01-01,983 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LT,2012-01-01,993 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LT,2014-01-01,1119 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LT,2016-01-01,1223 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LU,2004-01-01,2706 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LU,2006-01-01,2944 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LU,2008-01-01,2266 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LU,2010-01-01,3008 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LU,2012-01-01,2423 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LU,2014-01-01,1617 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LU,2016-01-01,2697 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LV,2004-01-01,530 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LV,2006-01-01,777 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LV,2008-01-01,630 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LV,2010-01-01,627 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LV,2012-01-01,895 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LV,2014-01-01,1001 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,LV,2016-01-01,1065 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ME,2004-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ME,2006-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ME,2008-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ME,2010-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ME,2012-01-01,616 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ME,2014-01-01,1245 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,ME,2016-01-01,1170 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MK,2004-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MK,2006-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MK,2008-01-01,618 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MK,2010-01-01,714 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MK,2012-01-01,3714 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MK,2014-01-01,1000 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MK,2016-01-01,336 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MT,2004-01-01,826 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MT,2006-01-01,896 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MT,2008-01-01,971 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MT,2010-01-01,814 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MT,2012-01-01,940 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MT,2014-01-01,946 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,MT,2016-01-01,1289 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NL,2004-01-01,2513 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NL,2006-01-01,2527 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NL,2008-01-01,2592 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NL,2010-01-01,2624 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NL,2012-01-01,2555 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NL,2014-01-01,2581 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NL,2016-01-01,2539 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NO,2004-01-01,1392 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NO,2006-01-01,1873 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NO,2008-01-01,1873 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NO,2010-01-01,1688 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NO,2012-01-01,1947 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NO,2014-01-01,1879 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,NO,2016-01-01,1673 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PL,2004-01-01,1530 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PL,2006-01-01,1606 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PL,2008-01-01,1571 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PL,2010-01-01,1754 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PL,2012-01-01,1857 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PL,2014-01-01,1979 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PL,2016-01-01,2090 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PT,2004-01-01,1825 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PT,2006-01-01,2437 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PT,2008-01-01,1362 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PT,2010-01-01,1371 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PT,2012-01-01,1180 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PT,2014-01-01,1184 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,PT,2016-01-01,1148 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RO,2004-01-01,1883 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RO,2006-01-01,2311 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RO,2008-01-01,2292 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RO,2010-01-01,1168 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RO,2012-01-01,1162 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RO,2014-01-01,1046 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RO,2016-01-01,1084 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RS,2004-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RS,2006-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RS,2008-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RS,2010-01-01,963 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RS,2012-01-01,931 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RS,2014-01-01,1034 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,RS,2016-01-01,1378 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SE,2004-01-01,2694 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SE,2006-01-01,2687 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SE,2008-01-01,2536 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SE,2010-01-01,1969 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SE,2012-01-01,1920 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SE,2014-01-01,1901 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SE,2016-01-01,2136 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SI,2004-01-01,2143 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SI,2006-01-01,1982 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SI,2008-01-01,1673 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SI,2010-01-01,1865 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SI,2012-01-01,1701 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SI,2014-01-01,1604 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SI,2016-01-01,1468 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SK,2004-01-01,1285 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SK,2006-01-01,1807 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SK,2008-01-01,1650 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SK,2010-01-01,1230 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SK,2012-01-01,1250 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SK,2014-01-01,1166 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,SK,2016-01-01,1459 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,TR,2004-01-01,785 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,TR,2006-01-01,665 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,TR,2008-01-01,829 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,TR,2010-01-01,763 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,TR,2012-01-01,766 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,TR,2014-01-01,844 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,TR,2016-01-01,953 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,UK,2004-01-01,2676 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,UK,2006-01-01,2504 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,UK,2008-01-01,2313 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,UK,2010-01-01,1676 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,UK,2012-01-01,1547 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,UK,2014-01-01,1544 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,UK,2016-01-01,1814 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,XK,2004-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,XK,2006-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,XK,2008-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,XK,2010-01-01,: 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,XK,2012-01-01,528 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,XK,2014-01-01,454 
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,XK,2016-01-01,1397 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AL,2004-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AL,2006-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AL,2008-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AL,2010-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AL,2012-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AL,2014-01-01,425 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AL,2016-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AT,2004-01-01,2764 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AT,2006-01-01,2660 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AT,2008-01-01,2643 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AT,2010-01-01,1767 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AT,2012-01-01,1633 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AT,2014-01-01,1726 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,AT,2016-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BA,2004-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BA,2006-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BA,2008-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BA,2010-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BA,2012-01-01,815 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BA,2014-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BA,2016-01-01,: 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BE,2004-01-01,3008 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BE,2006-01-01,3000 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BE,2008-01-01,2235 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BE,2010-01-01,3262 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BE,2012-01-01,2984 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BE,2014-01-01,2947 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BE,2016-01-01,3138 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BG,2004-01-01,2113 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BG,2006-01-01,1789 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BG,2008-01-01,2191 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BG,2010-01-01,1919 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BG,2012-01-01,2437 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BG,2014-01-01,2437 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,BG,2016-01-01,2486 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CY,2004-01-01,2465 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CY,2006-01-01,1163 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CY,2008-01-01,1038 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CY,2010-01-01,1014 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CY,2012-01-01,934 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CY,2014-01-01,753 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CY,2016-01-01,806 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CZ,2004-01-01,1639 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CZ,2006-01-01,1185 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CZ,2008-01-01,1088 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CZ,2010-01-01,1085 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CZ,2012-01-01,1110 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CZ,2014-01-01,1038 
TOT_X_MIN,NHAZ,TOTAL_HH,KG_HAB,CZ,2016-01-01,1133 
