typtrai,wstatus,sex,age,unit,geotime,date,value
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2006-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2007-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2008-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2009-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2010-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2011-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2012-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2013-01-01,5
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2014-01-01,5
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2015-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2016-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,NL,2017-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2001-01-01,17
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2002-01-01,17
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2003-01-01,16
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2004-01-01,15
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2005-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2006-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2007-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2008-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2009-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2010-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2011-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2012-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2013-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2014-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2015-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2016-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PL,2017-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2000-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2001-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2002-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2003-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2004-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2005-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2006-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2007-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2008-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2009-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2010-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2011-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2012-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2013-01-01,14
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2014-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2015-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2016-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,PT,2017-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2000-01-01,20
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2001-01-01,18
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2002-01-01,21
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2003-01-01,20
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2004-01-01,19
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2005-01-01,16
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2006-01-01,14
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2007-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2008-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2009-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2010-01-01,16
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2011-01-01,17
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2012-01-01,16
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2013-01-01,17
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2014-01-01,17
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2015-01-01,18
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2016-01-01,17
NO_FED_NFE,NEMP,T,Y15-24,PC,RO,2017-01-01,15
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2000-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2001-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2002-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2003-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2004-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2005-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2006-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2007-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2008-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2009-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2010-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2011-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2012-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2013-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2014-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2015-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2016-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SE,2017-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2001-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2002-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2003-01-01,8
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2004-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2005-01-01,8
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2006-01-01,8
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2007-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2008-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2009-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2010-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2011-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2012-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2013-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2014-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2015-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2016-01-01,8
NO_FED_NFE,NEMP,T,Y15-24,PC,SI,2017-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2002-01-01,27
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2003-01-01,18
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2004-01-01,17
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2005-01-01,15
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2006-01-01,14
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2007-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2008-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2009-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2010-01-01,14
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2011-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2012-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2013-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2014-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2015-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2016-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,SK,2017-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2000-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2001-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2002-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2003-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2004-01-01,8
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2005-01-01,8
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2006-01-01,8
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2007-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2008-01-01,12
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2009-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2010-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2011-01-01,14
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2012-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2013-01-01,13
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2014-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2015-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2016-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PC,UK,2017-01-01,10
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2003-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2004-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2005-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2006-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2007-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2008-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2009-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2010-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2011-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2012-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2013-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2014-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2015-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2016-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,AT,2017-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2003-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2004-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2005-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2006-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2007-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2008-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2009-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2010-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2011-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2012-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2013-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2014-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2015-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2016-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BE,2017-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2003-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2004-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2005-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2006-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2007-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2008-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2009-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2010-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2011-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2012-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2013-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2014-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2015-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2016-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,BG,2017-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2003-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2004-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2005-01-01,11
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2006-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2007-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2008-01-01,9
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2009-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2010-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2011-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2012-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2013-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2014-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2015-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2016-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CY,2017-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2003-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2004-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2005-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2006-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2007-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2008-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2009-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2010-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2011-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2012-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2013-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2014-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2015-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2016-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,CZ,2017-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2003-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2004-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2005-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2006-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2007-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2008-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2009-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2010-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2011-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2012-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2013-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2014-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2015-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2016-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DE,2017-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2003-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2004-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2005-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2006-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2007-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2008-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2009-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2010-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2011-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2012-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2013-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2014-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2015-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2016-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,DK,2017-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2003-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2004-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2005-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2006-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2007-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2008-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2009-01-01,5
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2010-01-01,5
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2011-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2012-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2013-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2014-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2015-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2016-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EE,2017-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2003-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2004-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2005-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2006-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2007-01-01,5
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2008-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2009-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2010-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2011-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2012-01-01,7
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2013-01-01,5
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2014-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2015-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2016-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2017-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2003-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2004-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2005-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2006-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2007-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2008-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2009-01-01,6
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2010-01-01,5
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2011-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2012-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2013-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2014-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2015-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2016-01-01,4
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2017-01-01,3
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2000-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2001-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2002-01-01,
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2003-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2004-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2005-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2006-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2007-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2008-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2009-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2010-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2011-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2012-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2013-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2014-01-01,1
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2015-01-01,2
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2016-01-01,0
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2017-01-01,0
