indic_bt,nace_r2,unit,geotime,date,value
PSQM,F_CC1,PCH_M1_SCA,ES,2018-07-01,
PSQM,F_CC1,PCH_M1_SCA,ES,2018-08-01,
PSQM,F_CC1,PCH_M1_SCA,ES,2018-09-01,
PSQM,F_CC1,PCH_M1_SCA,FI,2017-10-01,-2.4
PSQM,F_CC1,PCH_M1_SCA,FI,2017-11-01,11.1
PSQM,F_CC1,PCH_M1_SCA,FI,2017-12-01,0.4
PSQM,F_CC1,PCH_M1_SCA,FI,2018-01-01,3.4
PSQM,F_CC1,PCH_M1_SCA,FI,2018-02-01,-0.7
PSQM,F_CC1,PCH_M1_SCA,FI,2018-03-01,-20.3
PSQM,F_CC1,PCH_M1_SCA,FI,2018-04-01,7.6
PSQM,F_CC1,PCH_M1_SCA,FI,2018-05-01,-6.8
PSQM,F_CC1,PCH_M1_SCA,FI,2018-06-01,2.4
PSQM,F_CC1,PCH_M1_SCA,FI,2018-07-01,
PSQM,F_CC1,PCH_M1_SCA,FI,2018-08-01,
PSQM,F_CC1,PCH_M1_SCA,FI,2018-09-01,
PSQM,F_CC1,PCH_M1_SCA,FR,2017-10-01,-3.4
PSQM,F_CC1,PCH_M1_SCA,FR,2017-11-01,-1.3
PSQM,F_CC1,PCH_M1_SCA,FR,2017-12-01,-0.5
PSQM,F_CC1,PCH_M1_SCA,FR,2018-01-01,3.8
PSQM,F_CC1,PCH_M1_SCA,FR,2018-02-01,-4.2
PSQM,F_CC1,PCH_M1_SCA,FR,2018-03-01,-0.8
PSQM,F_CC1,PCH_M1_SCA,FR,2018-04-01,-6.3
PSQM,F_CC1,PCH_M1_SCA,FR,2018-05-01,1.2
PSQM,F_CC1,PCH_M1_SCA,FR,2018-06-01,-1.6
PSQM,F_CC1,PCH_M1_SCA,FR,2018-07-01,1.6
PSQM,F_CC1,PCH_M1_SCA,FR,2018-08-01,
PSQM,F_CC1,PCH_M1_SCA,FR,2018-09-01,
PSQM,F_CC1,PCH_M1_SCA,HU,2017-10-01,3.6
PSQM,F_CC1,PCH_M1_SCA,HU,2017-11-01,-8.7
PSQM,F_CC1,PCH_M1_SCA,HU,2017-12-01,-1.2
PSQM,F_CC1,PCH_M1_SCA,HU,2018-01-01,52.7
PSQM,F_CC1,PCH_M1_SCA,HU,2018-02-01,-3.2
PSQM,F_CC1,PCH_M1_SCA,HU,2018-03-01,-11.5
PSQM,F_CC1,PCH_M1_SCA,HU,2018-04-01,-12.0
PSQM,F_CC1,PCH_M1_SCA,HU,2018-05-01,12.1
PSQM,F_CC1,PCH_M1_SCA,HU,2018-06-01,-27.5
PSQM,F_CC1,PCH_M1_SCA,HU,2018-07-01,15.4
PSQM,F_CC1,PCH_M1_SCA,HU,2018-08-01,
PSQM,F_CC1,PCH_M1_SCA,HU,2018-09-01,
PSQM,F_CC1,PCH_M1_SCA,MK,2017-10-01,12.4
PSQM,F_CC1,PCH_M1_SCA,MK,2017-11-01,-58.8
PSQM,F_CC1,PCH_M1_SCA,MK,2017-12-01,-7.6
PSQM,F_CC1,PCH_M1_SCA,MK,2018-01-01,20.7
PSQM,F_CC1,PCH_M1_SCA,MK,2018-02-01,23.8
PSQM,F_CC1,PCH_M1_SCA,MK,2018-03-01,-33.2
PSQM,F_CC1,PCH_M1_SCA,MK,2018-04-01,107.3
PSQM,F_CC1,PCH_M1_SCA,MK,2018-05-01,-18.7
PSQM,F_CC1,PCH_M1_SCA,MK,2018-06-01,-15.2
PSQM,F_CC1,PCH_M1_SCA,MK,2018-07-01,24.0
PSQM,F_CC1,PCH_M1_SCA,MK,2018-08-01,-31.2
PSQM,F_CC1,PCH_M1_SCA,MK,2018-09-01,
PSQM,F_CC1,PCH_M1_SCA,NO,2017-10-01,-25.5
PSQM,F_CC1,PCH_M1_SCA,NO,2017-11-01,48.6
PSQM,F_CC1,PCH_M1_SCA,NO,2017-12-01,-34.8
PSQM,F_CC1,PCH_M1_SCA,NO,2018-01-01,34.1
PSQM,F_CC1,PCH_M1_SCA,NO,2018-02-01,-13.7
PSQM,F_CC1,PCH_M1_SCA,NO,2018-03-01,-1.6
PSQM,F_CC1,PCH_M1_SCA,NO,2018-04-01,45.6
PSQM,F_CC1,PCH_M1_SCA,NO,2018-05-01,-14.1
PSQM,F_CC1,PCH_M1_SCA,NO,2018-06-01,-1.8
PSQM,F_CC1,PCH_M1_SCA,NO,2018-07-01,1.0
PSQM,F_CC1,PCH_M1_SCA,NO,2018-08-01,-15.7
PSQM,F_CC1,PCH_M1_SCA,NO,2018-09-01,4.0
PSQM,F_CC1,PCH_M1_SCA,PT,2017-10-01,-8.4
PSQM,F_CC1,PCH_M1_SCA,PT,2017-11-01,2.7
PSQM,F_CC1,PCH_M1_SCA,PT,2017-12-01,-2.6
PSQM,F_CC1,PCH_M1_SCA,PT,2018-01-01,12.4
PSQM,F_CC1,PCH_M1_SCA,PT,2018-02-01,-1.6
PSQM,F_CC1,PCH_M1_SCA,PT,2018-03-01,3.3
PSQM,F_CC1,PCH_M1_SCA,PT,2018-04-01,0.3
PSQM,F_CC1,PCH_M1_SCA,PT,2018-05-01,2.4
PSQM,F_CC1,PCH_M1_SCA,PT,2018-06-01,2.7
PSQM,F_CC1,PCH_M1_SCA,PT,2018-07-01,4.3
PSQM,F_CC1,PCH_M1_SCA,PT,2018-08-01,-3.2
PSQM,F_CC1,PCH_M1_SCA,PT,2018-09-01,
PSQM,F_CC1,PCH_M1_SCA,RO,2017-10-01,0.4
PSQM,F_CC1,PCH_M1_SCA,RO,2017-11-01,2.1
PSQM,F_CC1,PCH_M1_SCA,RO,2017-12-01,13.8
PSQM,F_CC1,PCH_M1_SCA,RO,2018-01-01,-11.4
PSQM,F_CC1,PCH_M1_SCA,RO,2018-02-01,-2.4
PSQM,F_CC1,PCH_M1_SCA,RO,2018-03-01,2.5
PSQM,F_CC1,PCH_M1_SCA,RO,2018-04-01,-9.3
PSQM,F_CC1,PCH_M1_SCA,RO,2018-05-01,28.9
PSQM,F_CC1,PCH_M1_SCA,RO,2018-06-01,-25.3
PSQM,F_CC1,PCH_M1_SCA,RO,2018-07-01,18.7
PSQM,F_CC1,PCH_M1_SCA,RO,2018-08-01,-2.6
PSQM,F_CC1,PCH_M1_SCA,RO,2018-09-01,
PSQM,F_CC1,PCH_M1_SCA,SE,2017-10-01,-19.3
PSQM,F_CC1,PCH_M1_SCA,SE,2017-11-01,25.0
PSQM,F_CC1,PCH_M1_SCA,SE,2017-12-01,-14.5
PSQM,F_CC1,PCH_M1_SCA,SE,2018-01-01,5.2
PSQM,F_CC1,PCH_M1_SCA,SE,2018-02-01,-5.8
PSQM,F_CC1,PCH_M1_SCA,SE,2018-03-01,-22.5
PSQM,F_CC1,PCH_M1_SCA,SE,2018-04-01,16.9
PSQM,F_CC1,PCH_M1_SCA,SE,2018-05-01,-13.7
PSQM,F_CC1,PCH_M1_SCA,SE,2018-06-01,1.8
PSQM,F_CC1,PCH_M1_SCA,SE,2018-07-01,25.2
PSQM,F_CC1,PCH_M1_SCA,SE,2018-08-01,
PSQM,F_CC1,PCH_M1_SCA,SE,2018-09-01,
