indic_sb,geotime,date,value
V15111,UK,2010-01-01,
V15111,UK,2011-01-01,
V15111,UK,2012-01-01,
V15111,UK,2013-01-01,
V15111,UK,2014-01-01,
V15111,UK,2015-01-01,0
V16110,AT,2008-01-01,60267
V16110,AT,2009-01-01,59770
V16110,AT,2010-01-01,60002
V16110,AT,2011-01-01,60791
V16110,AT,2012-01-01,62075
V16110,AT,2013-01-01,64278
V16110,AT,2014-01-01,64335
V16110,AT,2015-01-01,64494
V16110,BE,2008-01-01,
V16110,BE,2009-01-01,50563
V16110,BE,2010-01-01,50990
V16110,BE,2011-01-01,
V16110,BE,2012-01-01,54465
V16110,BE,2013-01-01,51303
V16110,BE,2014-01-01,51183
V16110,BE,2015-01-01,53338
V16110,BG,2008-01-01,60612
V16110,BG,2009-01-01,60407
V16110,BG,2010-01-01,62184
V16110,BG,2011-01-01,63235
V16110,BG,2012-01-01,62956
V16110,BG,2013-01-01,62394
V16110,BG,2014-01-01,60097
V16110,BG,2015-01-01,59173
V16110,CY,2008-01-01,6284
V16110,CY,2009-01-01,6065
V16110,CY,2010-01-01,6086
V16110,CY,2011-01-01,6028
V16110,CY,2012-01-01,6140
V16110,CY,2013-01-01,
V16110,CY,2014-01-01,
V16110,CY,2015-01-01,7064
V16110,DE,2008-01-01,467778
V16110,DE,2009-01-01,538834
V16110,DE,2010-01-01,578887
V16110,DE,2011-01-01,592504
V16110,DE,2012-01-01,597435
V16110,DE,2013-01-01,584566
V16110,DE,2014-01-01,626459
V16110,DE,2015-01-01,616734
V16110,DK,2008-01-01,44817
V16110,DK,2009-01-01,35455
V16110,DK,2010-01-01,34623
V16110,DK,2011-01-01,36170
V16110,DK,2012-01-01,36486
V16110,DK,2013-01-01,35586
V16110,DK,2014-01-01,38287
V16110,DK,2015-01-01,39040
V16110,EE,2008-01-01,11222
V16110,EE,2009-01-01,
V16110,EE,2010-01-01,
V16110,EE,2011-01-01,10577
V16110,EE,2012-01-01,
V16110,EE,2013-01-01,
V16110,EE,2014-01-01,
V16110,EE,2015-01-01,
V16110,EL,2008-01-01,
V16110,EL,2009-01-01,
V16110,EL,2010-01-01,
V16110,EL,2011-01-01,64579
V16110,EL,2012-01-01,
V16110,EL,2013-01-01,53340
V16110,EL,2014-01-01,56585
V16110,EL,2015-01-01,57973
V16110,ES,2008-01-01,339443
V16110,ES,2009-01-01,319852
V16110,ES,2010-01-01,325451
V16110,ES,2011-01-01,318008
V16110,ES,2012-01-01,319452
V16110,ES,2013-01-01,339142
V16110,ES,2014-01-01,348456
V16110,ES,2015-01-01,369797
V16110,EU28,2008-01-01,
V16110,EU28,2009-01-01,
V16110,EU28,2010-01-01,
V16110,EU28,2011-01-01,
V16110,EU28,2012-01-01,3788100
V16110,EU28,2013-01-01,3812200
V16110,EU28,2014-01-01,3874966
V16110,EU28,2015-01-01,
V16110,FI,2008-01-01,37154
V16110,FI,2009-01-01,37335
V16110,FI,2010-01-01,39393
V16110,FI,2011-01-01,
V16110,FI,2012-01-01,
V16110,FI,2013-01-01,
V16110,FI,2014-01-01,43911
V16110,FI,2015-01-01,43795
V16110,FR,2008-01-01,
V16110,FR,2009-01-01,
V16110,FR,2010-01-01,446021
V16110,FR,2011-01-01,438504
V16110,FR,2012-01-01,448953
V16110,FR,2013-01-01,450052
V16110,FR,2014-01-01,485871
V16110,FR,2015-01-01,422565
V16110,HR,2008-01-01,
V16110,HR,2009-01-01,
V16110,HR,2010-01-01,35779
V16110,HR,2011-01-01,34116
V16110,HR,2012-01-01,33356
V16110,HR,2013-01-01,33029
V16110,HR,2014-01-01,35700
V16110,HR,2015-01-01,35241
V16110,HU,2008-01-01,68355
V16110,HU,2009-01-01,73893
V16110,HU,2010-01-01,74683
V16110,HU,2011-01-01,75144
V16110,HU,2012-01-01,74778
V16110,HU,2013-01-01,71825
V16110,HU,2014-01-01,73497
V16110,HU,2015-01-01,78494
V16110,IS,2008-01-01,
V16110,IS,2009-01-01,
V16110,IS,2010-01-01,
V16110,IS,2011-01-01,
V16110,IS,2012-01-01,
V16110,IS,2013-01-01,
V16110,IS,2014-01-01,
V16110,IS,2015-01-01,3733
V16110,IT,2008-01-01,549857
V16110,IT,2009-01-01,524800
V16110,IT,2010-01-01,522599
V16110,IT,2011-01-01,513990
V16110,IT,2012-01-01,520277
V16110,IT,2013-01-01,507496
V16110,IT,2014-01-01,506000
V16110,IT,2015-01-01,502598
V16110,LT,2008-01-01,35071
V16110,LT,2009-01-01,29472
V16110,LT,2010-01-01,29131
V16110,LT,2011-01-01,31966
V16110,LT,2012-01-01,33212
V16110,LT,2013-01-01,35843
V16110,LT,2014-01-01,36711
V16110,LT,2015-01-01,36490
V16110,LV,2008-01-01,24583
V16110,LV,2009-01-01,21481
V16110,LV,2010-01-01,20931
V16110,LV,2011-01-01,21210
V16110,LV,2012-01-01,23079
V16110,LV,2013-01-01,24098
V16110,LV,2014-01-01,24872
V16110,LV,2015-01-01,25405
V16110,NL,2008-01-01,104040
V16110,NL,2009-01-01,103250
V16110,NL,2010-01-01,107216
V16110,NL,2011-01-01,108258
V16110,NL,2012-01-01,108302
V16110,NL,2013-01-01,103104
V16110,NL,2014-01-01,100995
V16110,NL,2015-01-01,103420
V16110,NO,2008-01-01,51077
V16110,NO,2009-01-01,46857
V16110,NO,2010-01-01,47270
V16110,NO,2011-01-01,46371
V16110,NO,2012-01-01,47416
V16110,NO,2013-01-01,48740
V16110,NO,2014-01-01,50412
V16110,NO,2015-01-01,51910
V16110,PL,2008-01-01,340607
V16110,PL,2009-01-01,317121
V16110,PL,2010-01-01,317592
V16110,PL,2011-01-01,324841
V16110,PL,2012-01-01,327187
V16110,PL,2013-01-01,339962
V16110,PL,2014-01-01,334837
V16110,PL,2015-01-01,353196
V16110,PT,2008-01-01,88043
V16110,PT,2009-01-01,86958
V16110,PT,2010-01-01,85151
V16110,PT,2011-01-01,84217
V16110,PT,2012-01-01,80649
V16110,PT,2013-01-01,79207
V16110,PT,2014-01-01,80686
V16110,PT,2015-01-01,82832
V16110,RO,2008-01-01,139693
V16110,RO,2009-01-01,129414
V16110,RO,2010-01-01,123704
V16110,RO,2011-01-01,130744
V16110,RO,2012-01-01,134209
V16110,RO,2013-01-01,135906
V16110,RO,2014-01-01,131293
V16110,RO,2015-01-01,131461
V16110,SE,2008-01-01,73219
V16110,SE,2009-01-01,68054
V16110,SE,2010-01-01,68791
V16110,SE,2011-01-01,73372
V16110,SE,2012-01-01,73484
V16110,SE,2013-01-01,72877
V16110,SE,2014-01-01,73889
V16110,SE,2015-01-01,75746
V16110,SI,2008-01-01,18298
V16110,SI,2009-01-01,17469
V16110,SI,2010-01-01,18080
V16110,SI,2011-01-01,19022
V16110,SI,2012-01-01,20330
V16110,SI,2013-01-01,20115
V16110,SI,2014-01-01,
V16110,SI,2015-01-01,20488
V16110,SK,2008-01-01,26047
V16110,SK,2009-01-01,23670
V16110,SK,2010-01-01,46153
V16110,SK,2011-01-01,45846
V16110,SK,2012-01-01,40386
V16110,SK,2013-01-01,39789
V16110,SK,2014-01-01,38773
V16110,SK,2015-01-01,40362
V16110,TR,2008-01-01,
V16110,TR,2009-01-01,278714
V16110,TR,2010-01-01,
V16110,TR,2011-01-01,
V16110,TR,2012-01-01,
V16110,TR,2013-01-01,
V16110,TR,2014-01-01,
V16110,TR,2015-01-01,
V16110,UK,2008-01-01,428573
V16110,UK,2009-01-01,441072
V16110,UK,2010-01-01,
V16110,UK,2011-01-01,476467
V16110,UK,2012-01-01,462078
V16110,UK,2013-01-01,484311
V16110,UK,2014-01-01,452815
V16110,UK,2015-01-01,497828
V16111,AT,2008-01-01,1
V16111,AT,2009-01-01,1
V16111,AT,2010-01-01,1
V16111,AT,2011-01-01,1
V16111,AT,2012-01-01,1
V16111,AT,2013-01-01,1
V16111,AT,2014-01-01,1
V16111,AT,2015-01-01,1
V16111,BE,2008-01-01,
V16111,BE,2009-01-01,1
V16111,BE,2010-01-01,1
V16111,BE,2011-01-01,
V16111,BE,2012-01-01,1
V16111,BE,2013-01-01,1
V16111,BE,2014-01-01,1
V16111,BE,2015-01-01,1
V16111,BG,2008-01-01,1
V16111,BG,2009-01-01,1
V16111,BG,2010-01-01,1
V16111,BG,2011-01-01,1
V16111,BG,2012-01-01,1
V16111,BG,2013-01-01,1
V16111,BG,2014-01-01,1
V16111,BG,2015-01-01,1
V16111,CY,2008-01-01,1
V16111,CY,2009-01-01,1
V16111,CY,2010-01-01,1
V16111,CY,2011-01-01,1
V16111,CY,2012-01-01,1
V16111,CY,2013-01-01,
V16111,CY,2014-01-01,
V16111,CY,2015-01-01,1
V16111,DE,2008-01-01,1
V16111,DE,2009-01-01,1
V16111,DE,2010-01-01,1
V16111,DE,2011-01-01,1
V16111,DE,2012-01-01,1
V16111,DE,2013-01-01,1
V16111,DE,2014-01-01,1
V16111,DE,2015-01-01,1
V16111,DK,2008-01-01,1
V16111,DK,2009-01-01,1
V16111,DK,2010-01-01,1
V16111,DK,2011-01-01,1
V16111,DK,2012-01-01,1
V16111,DK,2013-01-01,1
V16111,DK,2014-01-01,1
V16111,DK,2015-01-01,1
V16111,EE,2008-01-01,1
V16111,EE,2009-01-01,
V16111,EE,2010-01-01,
V16111,EE,2011-01-01,1
V16111,EE,2012-01-01,
V16111,EE,2013-01-01,
V16111,EE,2014-01-01,
V16111,EE,2015-01-01,
V16111,EL,2008-01-01,
V16111,EL,2009-01-01,
V16111,EL,2010-01-01,
V16111,EL,2011-01-01,1
V16111,EL,2012-01-01,
V16111,EL,2013-01-01,1
V16111,EL,2014-01-01,1
V16111,EL,2015-01-01,1
V16111,ES,2008-01-01,1
V16111,ES,2009-01-01,1
V16111,ES,2010-01-01,1
V16111,ES,2011-01-01,1
V16111,ES,2012-01-01,1
V16111,ES,2013-01-01,1
V16111,ES,2014-01-01,1
V16111,ES,2015-01-01,2
V16111,EU28,2008-01-01,
V16111,EU28,2009-01-01,
V16111,EU28,2010-01-01,
V16111,EU28,2011-01-01,
V16111,EU28,2012-01-01,1
V16111,EU28,2013-01-01,1
V16111,EU28,2014-01-01,1
V16111,EU28,2015-01-01,
V16111,FI,2008-01-01,1
V16111,FI,2009-01-01,1
V16111,FI,2010-01-01,1
V16111,FI,2011-01-01,
V16111,FI,2012-01-01,
V16111,FI,2013-01-01,
V16111,FI,2014-01-01,1
V16111,FI,2015-01-01,1
V16111,FR,2008-01-01,
V16111,FR,2009-01-01,
V16111,FR,2010-01-01,1
V16111,FR,2011-01-01,1
V16111,FR,2012-01-01,1
V16111,FR,2013-01-01,1
V16111,FR,2014-01-01,1
V16111,FR,2015-01-01,1
V16111,HR,2008-01-01,
V16111,HR,2009-01-01,
V16111,HR,2010-01-01,2
V16111,HR,2011-01-01,2
V16111,HR,2012-01-01,2
V16111,HR,2013-01-01,2
V16111,HR,2014-01-01,2
V16111,HR,2015-01-01,2
V16111,HU,2008-01-01,1
V16111,HU,2009-01-01,1
V16111,HU,2010-01-01,1
V16111,HU,2011-01-01,1
V16111,HU,2012-01-01,1
V16111,HU,2013-01-01,1
V16111,HU,2014-01-01,1
V16111,HU,2015-01-01,1
V16111,IT,2008-01-01,2
V16111,IT,2009-01-01,2
V16111,IT,2010-01-01,2
V16111,IT,2011-01-01,2
V16111,IT,2012-01-01,2
V16111,IT,2013-01-01,2
V16111,IT,2014-01-01,2
V16111,IT,2015-01-01,2
V16111,LT,2008-01-01,2
V16111,LT,2009-01-01,2
V16111,LT,2010-01-01,2
V16111,LT,2011-01-01,2
V16111,LT,2012-01-01,2
V16111,LT,2013-01-01,2
V16111,LT,2014-01-01,2
V16111,LT,2015-01-01,2
V16111,LV,2008-01-01,2
V16111,LV,2009-01-01,2
V16111,LV,2010-01-01,2
V16111,LV,2011-01-01,2
V16111,LV,2012-01-01,2
V16111,LV,2013-01-01,2
V16111,LV,2014-01-01,2
V16111,LV,2015-01-01,2
V16111,NL,2008-01-01,1
V16111,NL,2009-01-01,1
V16111,NL,2010-01-01,1
V16111,NL,2011-01-01,1
V16111,NL,2012-01-01,1
V16111,NL,2013-01-01,1
V16111,NL,2014-01-01,1
V16111,NL,2015-01-01,1
V16111,NO,2008-01-01,1
V16111,NO,2009-01-01,1
V16111,NO,2010-01-01,1
V16111,NO,2011-01-01,1
V16111,NO,2012-01-01,1
V16111,NO,2013-01-01,1
V16111,NO,2014-01-01,1
V16111,NO,2015-01-01,1
V16111,PL,2008-01-01,2
V16111,PL,2009-01-01,2
V16111,PL,2010-01-01,2
V16111,PL,2011-01-01,2
V16111,PL,2012-01-01,2
V16111,PL,2013-01-01,2
V16111,PL,2014-01-01,2
V16111,PL,2015-01-01,2
V16111,PT,2008-01-01,1
V16111,PT,2009-01-01,1
V16111,PT,2010-01-01,1
V16111,PT,2011-01-01,1
V16111,PT,2012-01-01,1
V16111,PT,2013-01-01,1
V16111,PT,2014-01-01,1
V16111,PT,2015-01-01,1
V16111,RO,2008-01-01,1
V16111,RO,2009-01-01,1
V16111,RO,2010-01-01,1
V16111,RO,2011-01-01,1
V16111,RO,2012-01-01,1
V16111,RO,2013-01-01,1
V16111,RO,2014-01-01,1
V16111,RO,2015-01-01,1
V16111,SE,2008-01-01,1
V16111,SE,2009-01-01,1
V16111,SE,2010-01-01,1
V16111,SE,2011-01-01,1
V16111,SE,2012-01-01,1
V16111,SE,2013-01-01,1
V16111,SE,2014-01-01,1
V16111,SE,2015-01-01,1
V16111,SI,2008-01-01,1
V16111,SI,2009-01-01,1
V16111,SI,2010-01-01,1
V16111,SI,2011-01-01,2
V16111,SI,2012-01-01,2
V16111,SI,2013-01-01,2
V16111,SI,2014-01-01,
V16111,SI,2015-01-01,2
V16111,SK,2008-01-01,1
V16111,SK,2009-01-01,1
V16111,SK,2010-01-01,2
V16111,SK,2011-01-01,2
V16111,SK,2012-01-01,1
V16111,SK,2013-01-01,1
V16111,SK,2014-01-01,1
V16111,SK,2015-01-01,1
V16111,UK,2008-01-01,1
V16111,UK,2009-01-01,1
V16111,UK,2010-01-01,
V16111,UK,2011-01-01,1
V16111,UK,2012-01-01,1
V16111,UK,2013-01-01,1
V16111,UK,2014-01-01,1
V16111,UK,2015-01-01,1
