indic_il,age,sex,geo\time,date,value
LI_R_MD60,TOTAL,M,EA19,2008-01-01,13.2 e
LI_R_MD60,TOTAL,M,EA19,2009-01-01,12.6 e
LI_R_MD60,TOTAL,M,EA19,2010-01-01,13.0 e
LI_R_MD60,TOTAL,M,EA19,2011-01-01,14.7 e
LI_R_MD60,TOTAL,M,EA19,2012-01-01,15.7 e
LI_R_MD60,TOTAL,M,EA19,2013-01-01,16.6 e
LI_R_MD60,TOTAL,M,EA19,2014-01-01,17.5 e
LI_R_MD60,TOTAL,M,EA19,2015-01-01,16.9 e
LI_R_MD60,TOTAL,M,EA19,2016-01-01,15.9 e
LI_R_MD60,TOTAL,M,EA19,2017-01-01,15.4 e
LI_R_MD60,TOTAL,M,EE,2006-01-01,11.2 
LI_R_MD60,TOTAL,M,EE,2007-01-01,8.1 
LI_R_MD60,TOTAL,M,EE,2008-01-01,5.7 
LI_R_MD60,TOTAL,M,EE,2009-01-01,4.6 
LI_R_MD60,TOTAL,M,EE,2010-01-01,6.1 
LI_R_MD60,TOTAL,M,EE,2011-01-01,8.5 
LI_R_MD60,TOTAL,M,EE,2012-01-01,7.8 
LI_R_MD60,TOTAL,M,EE,2013-01-01,7.0 
LI_R_MD60,TOTAL,M,EE,2014-01-01,7.1 b
LI_R_MD60,TOTAL,M,EE,2015-01-01,6.0 
LI_R_MD60,TOTAL,M,EE,2016-01-01,4.1 
LI_R_MD60,TOTAL,M,EE,2017-01-01,3.7 
LI_R_MD60,TOTAL,M,EL,2006-01-01,19.2 
LI_R_MD60,TOTAL,M,EL,2007-01-01,18.9 
LI_R_MD60,TOTAL,M,EL,2008-01-01,18.1 
LI_R_MD60,TOTAL,M,EL,2009-01-01,15.8 
LI_R_MD60,TOTAL,M,EL,2010-01-01,15.7 
LI_R_MD60,TOTAL,M,EL,2011-01-01,22.4 
LI_R_MD60,TOTAL,M,EL,2012-01-01,31.8 
LI_R_MD60,TOTAL,M,EL,2013-01-01,39.0 
LI_R_MD60,TOTAL,M,EL,2014-01-01,42.5 
LI_R_MD60,TOTAL,M,EL,2015-01-01,41.9 
LI_R_MD60,TOTAL,M,EL,2016-01-01,42.0 
LI_R_MD60,TOTAL,M,EL,2017-01-01,: 
LI_R_MD60,TOTAL,M,ES,2006-01-01,17.6 
LI_R_MD60,TOTAL,M,ES,2007-01-01,16.8 
LI_R_MD60,TOTAL,M,ES,2008-01-01,12.2 b
LI_R_MD60,TOTAL,M,ES,2009-01-01,11.2 
LI_R_MD60,TOTAL,M,ES,2010-01-01,12.9 
LI_R_MD60,TOTAL,M,ES,2011-01-01,14.8 
LI_R_MD60,TOTAL,M,ES,2012-01-01,17.1 
LI_R_MD60,TOTAL,M,ES,2013-01-01,18.0 
LI_R_MD60,TOTAL,M,ES,2014-01-01,20.9 
LI_R_MD60,TOTAL,M,ES,2015-01-01,20.4 
LI_R_MD60,TOTAL,M,ES,2016-01-01,19.0 
LI_R_MD60,TOTAL,M,ES,2017-01-01,: 
LI_R_MD60,TOTAL,M,EU28,2006-01-01,: 
LI_R_MD60,TOTAL,M,EU28,2007-01-01,: 
LI_R_MD60,TOTAL,M,EU28,2008-01-01,: 
LI_R_MD60,TOTAL,M,EU28,2009-01-01,: 
LI_R_MD60,TOTAL,M,EU28,2010-01-01,12.5 e
LI_R_MD60,TOTAL,M,EU28,2011-01-01,13.6 e
LI_R_MD60,TOTAL,M,EU28,2012-01-01,14.3 e
LI_R_MD60,TOTAL,M,EU28,2013-01-01,14.8 e
LI_R_MD60,TOTAL,M,EU28,2014-01-01,15.3 e
LI_R_MD60,TOTAL,M,EU28,2015-01-01,14.7 e
LI_R_MD60,TOTAL,M,EU28,2016-01-01,13.6 e
LI_R_MD60,TOTAL,M,EU28,2017-01-01,: 
LI_R_MD60,TOTAL,M,FI,2006-01-01,10.6 
LI_R_MD60,TOTAL,M,FI,2007-01-01,10.4 
LI_R_MD60,TOTAL,M,FI,2008-01-01,10.5 
LI_R_MD60,TOTAL,M,FI,2009-01-01,8.8 
LI_R_MD60,TOTAL,M,FI,2010-01-01,8.2 
LI_R_MD60,TOTAL,M,FI,2011-01-01,8.7 
LI_R_MD60,TOTAL,M,FI,2012-01-01,9.0 
LI_R_MD60,TOTAL,M,FI,2013-01-01,8.0 
LI_R_MD60,TOTAL,M,FI,2014-01-01,8.2 
LI_R_MD60,TOTAL,M,FI,2015-01-01,7.8 
LI_R_MD60,TOTAL,M,FI,2016-01-01,7.7 
LI_R_MD60,TOTAL,M,FI,2017-01-01,: 
LI_R_MD60,TOTAL,M,HU,2006-01-01,13.9 
LI_R_MD60,TOTAL,M,HU,2007-01-01,10.5 
LI_R_MD60,TOTAL,M,HU,2008-01-01,9.6 
LI_R_MD60,TOTAL,M,HU,2009-01-01,9.0 
LI_R_MD60,TOTAL,M,HU,2010-01-01,10.6 
LI_R_MD60,TOTAL,M,HU,2011-01-01,12.4 
LI_R_MD60,TOTAL,M,HU,2012-01-01,12.7 
LI_R_MD60,TOTAL,M,HU,2013-01-01,14.6 
LI_R_MD60,TOTAL,M,HU,2014-01-01,13.1 
LI_R_MD60,TOTAL,M,HU,2015-01-01,11.5 
LI_R_MD60,TOTAL,M,HU,2016-01-01,8.7 
LI_R_MD60,TOTAL,M,HU,2017-01-01,: 
LI_R_MD60,TOTAL,M,IE,2006-01-01,16.0 
LI_R_MD60,TOTAL,M,IE,2007-01-01,11.3 
LI_R_MD60,TOTAL,M,IE,2008-01-01,9.7 
LI_R_MD60,TOTAL,M,IE,2009-01-01,9.7 
LI_R_MD60,TOTAL,M,IE,2010-01-01,12.8 
LI_R_MD60,TOTAL,M,IE,2011-01-01,16.6 
LI_R_MD60,TOTAL,M,IE,2012-01-01,17.8 
LI_R_MD60,TOTAL,M,IE,2013-01-01,16.8 
LI_R_MD60,TOTAL,M,IE,2014-01-01,17.0 
LI_R_MD60,TOTAL,M,IE,2015-01-01,13.6 
LI_R_MD60,TOTAL,M,IE,2016-01-01,12.3 
LI_R_MD60,TOTAL,M,IE,2017-01-01,: 
LI_R_MD60,TOTAL,M,IS,2006-01-01,8.4 
LI_R_MD60,TOTAL,M,IS,2007-01-01,5.8 
LI_R_MD60,TOTAL,M,IS,2008-01-01,6.4 
LI_R_MD60,TOTAL,M,IS,2009-01-01,6.7 
LI_R_MD60,TOTAL,M,IS,2010-01-01,9.8 
LI_R_MD60,TOTAL,M,IS,2011-01-01,11.3 
LI_R_MD60,TOTAL,M,IS,2012-01-01,12.8 
LI_R_MD60,TOTAL,M,IS,2013-01-01,12.2 
LI_R_MD60,TOTAL,M,IS,2014-01-01,8.2 
LI_R_MD60,TOTAL,M,IS,2015-01-01,8.2 
LI_R_MD60,TOTAL,M,IS,2016-01-01,5.5 p
LI_R_MD60,TOTAL,M,IS,2017-01-01,: 
LI_R_MD60,TOTAL,M,IT,2006-01-01,17.8 
LI_R_MD60,TOTAL,M,IT,2007-01-01,17.5 
LI_R_MD60,TOTAL,M,IT,2008-01-01,17.0 
LI_R_MD60,TOTAL,M,IT,2009-01-01,16.7 
LI_R_MD60,TOTAL,M,IT,2010-01-01,16.9 
LI_R_MD60,TOTAL,M,IT,2011-01-01,19.6 
LI_R_MD60,TOTAL,M,IT,2012-01-01,20.7 
LI_R_MD60,TOTAL,M,IT,2013-01-01,21.8 
LI_R_MD60,TOTAL,M,IT,2014-01-01,21.7 
LI_R_MD60,TOTAL,M,IT,2015-01-01,22.4 
LI_R_MD60,TOTAL,M,IT,2016-01-01,22.0 
LI_R_MD60,TOTAL,M,IT,2017-01-01,21.3 
LI_R_MD60,TOTAL,M,LT,2006-01-01,13.4 
LI_R_MD60,TOTAL,M,LT,2007-01-01,7.4 
LI_R_MD60,TOTAL,M,LT,2008-01-01,5.6 
LI_R_MD60,TOTAL,M,LT,2009-01-01,5.5 
LI_R_MD60,TOTAL,M,LT,2010-01-01,11.4 
LI_R_MD60,TOTAL,M,LT,2011-01-01,9.8 
LI_R_MD60,TOTAL,M,LT,2012-01-01,6.3 
LI_R_MD60,TOTAL,M,LT,2013-01-01,5.9 
LI_R_MD60,TOTAL,M,LT,2014-01-01,5.5 
LI_R_MD60,TOTAL,M,LT,2015-01-01,6.2 
LI_R_MD60,TOTAL,M,LT,2016-01-01,6.3 
LI_R_MD60,TOTAL,M,LT,2017-01-01,6.4 
LI_R_MD60,TOTAL,M,LU,2006-01-01,13.4 
LI_R_MD60,TOTAL,M,LU,2007-01-01,13.2 
LI_R_MD60,TOTAL,M,LU,2008-01-01,13.0 
LI_R_MD60,TOTAL,M,LU,2009-01-01,12.8 
LI_R_MD60,TOTAL,M,LU,2010-01-01,14.4 
LI_R_MD60,TOTAL,M,LU,2011-01-01,13.9 
LI_R_MD60,TOTAL,M,LU,2012-01-01,16.7 
LI_R_MD60,TOTAL,M,LU,2013-01-01,18.2 
LI_R_MD60,TOTAL,M,LU,2014-01-01,17.1 
LI_R_MD60,TOTAL,M,LU,2015-01-01,14.8 
LI_R_MD60,TOTAL,M,LU,2016-01-01,16.7 b
LI_R_MD60,TOTAL,M,LU,2017-01-01,17.5 
LI_R_MD60,TOTAL,M,LV,2006-01-01,16.6 
LI_R_MD60,TOTAL,M,LV,2007-01-01,9.4 
LI_R_MD60,TOTAL,M,LV,2008-01-01,6.9 
LI_R_MD60,TOTAL,M,LV,2009-01-01,7.2 
LI_R_MD60,TOTAL,M,LV,2010-01-01,9.7 
LI_R_MD60,TOTAL,M,LV,2011-01-01,11.4 
LI_R_MD60,TOTAL,M,LV,2012-01-01,9.8 
LI_R_MD60,TOTAL,M,LV,2013-01-01,8.5 
LI_R_MD60,TOTAL,M,LV,2014-01-01,7.2 
LI_R_MD60,TOTAL,M,LV,2015-01-01,6.1 
LI_R_MD60,TOTAL,M,LV,2016-01-01,5.0 
LI_R_MD60,TOTAL,M,LV,2017-01-01,: 
LI_R_MD60,TOTAL,M,MT,2006-01-01,12.4 
LI_R_MD60,TOTAL,M,MT,2007-01-01,12.3 
LI_R_MD60,TOTAL,M,MT,2008-01-01,11.6 
LI_R_MD60,TOTAL,M,MT,2009-01-01,9.8 
LI_R_MD60,TOTAL,M,MT,2010-01-01,11.6 
LI_R_MD60,TOTAL,M,MT,2011-01-01,11.0 
LI_R_MD60,TOTAL,M,MT,2012-01-01,9.9 
LI_R_MD60,TOTAL,M,MT,2013-01-01,9.5 
LI_R_MD60,TOTAL,M,MT,2014-01-01,7.7 
LI_R_MD60,TOTAL,M,MT,2015-01-01,6.5 
LI_R_MD60,TOTAL,M,MT,2016-01-01,6.4 
LI_R_MD60,TOTAL,M,MT,2017-01-01,5.1 
LI_R_MD60,TOTAL,M,NL,2006-01-01,9.6 
LI_R_MD60,TOTAL,M,NL,2007-01-01,8.5 
LI_R_MD60,TOTAL,M,NL,2008-01-01,7.6 
LI_R_MD60,TOTAL,M,NL,2009-01-01,7.9 
LI_R_MD60,TOTAL,M,NL,2010-01-01,6.5 
LI_R_MD60,TOTAL,M,NL,2011-01-01,8.1 
LI_R_MD60,TOTAL,M,NL,2012-01-01,8.1 
LI_R_MD60,TOTAL,M,NL,2013-01-01,8.7 
LI_R_MD60,TOTAL,M,NL,2014-01-01,9.7 
LI_R_MD60,TOTAL,M,NL,2015-01-01,8.4 
LI_R_MD60,TOTAL,M,NL,2016-01-01,7.6 b
LI_R_MD60,TOTAL,M,NL,2017-01-01,7.8 
LI_R_MD60,TOTAL,M,NO,2006-01-01,10.5 
LI_R_MD60,TOTAL,M,NO,2007-01-01,9.1 
LI_R_MD60,TOTAL,M,NO,2008-01-01,7.3 
LI_R_MD60,TOTAL,M,NO,2009-01-01,6.7 
LI_R_MD60,TOTAL,M,NO,2010-01-01,6.7 
LI_R_MD60,TOTAL,M,NO,2011-01-01,6.0 
LI_R_MD60,TOTAL,M,NO,2012-01-01,5.0 
LI_R_MD60,TOTAL,M,NO,2013-01-01,4.7 
LI_R_MD60,TOTAL,M,NO,2014-01-01,4.9 
LI_R_MD60,TOTAL,M,NO,2015-01-01,5.1 
LI_R_MD60,TOTAL,M,NO,2016-01-01,5.3 
LI_R_MD60,TOTAL,M,NO,2017-01-01,: 
LI_R_MD60,TOTAL,M,PL,2006-01-01,16.7 
LI_R_MD60,TOTAL,M,PL,2007-01-01,12.9 
LI_R_MD60,TOTAL,M,PL,2008-01-01,8.6 
LI_R_MD60,TOTAL,M,PL,2009-01-01,7.2 
LI_R_MD60,TOTAL,M,PL,2010-01-01,6.7 
LI_R_MD60,TOTAL,M,PL,2011-01-01,6.5 
LI_R_MD60,TOTAL,M,PL,2012-01-01,6.5 
LI_R_MD60,TOTAL,M,PL,2013-01-01,6.0 
LI_R_MD60,TOTAL,M,PL,2014-01-01,5.6 
LI_R_MD60,TOTAL,M,PL,2015-01-01,5.6 
LI_R_MD60,TOTAL,M,PL,2016-01-01,4.7 
LI_R_MD60,TOTAL,M,PL,2017-01-01,: 
LI_R_MD60,TOTAL,M,PT,2006-01-01,18.3 
LI_R_MD60,TOTAL,M,PT,2007-01-01,17.3 
LI_R_MD60,TOTAL,M,PT,2008-01-01,16.5 
LI_R_MD60,TOTAL,M,PT,2009-01-01,14.4 
LI_R_MD60,TOTAL,M,PT,2010-01-01,13.8 
LI_R_MD60,TOTAL,M,PT,2011-01-01,15.5 
LI_R_MD60,TOTAL,M,PT,2012-01-01,17.6 
LI_R_MD60,TOTAL,M,PT,2013-01-01,19.5 
LI_R_MD60,TOTAL,M,PT,2014-01-01,19.9 
LI_R_MD60,TOTAL,M,PT,2015-01-01,18.6 
LI_R_MD60,TOTAL,M,PT,2016-01-01,16.8 
LI_R_MD60,TOTAL,M,PT,2017-01-01,16.1 
LI_R_MD60,TOTAL,M,SE,2006-01-01,11.6 
LI_R_MD60,TOTAL,M,SE,2007-01-01,9.2 
LI_R_MD60,TOTAL,M,SE,2008-01-01,9.9 b
LI_R_MD60,TOTAL,M,SE,2009-01-01,9.7 
LI_R_MD60,TOTAL,M,SE,2010-01-01,9.7 
LI_R_MD60,TOTAL,M,SE,2011-01-01,9.6 
LI_R_MD60,TOTAL,M,SE,2012-01-01,9.0 
LI_R_MD60,TOTAL,M,SE,2013-01-01,8.5 
LI_R_MD60,TOTAL,M,SE,2014-01-01,8.6 
LI_R_MD60,TOTAL,M,SE,2015-01-01,8.1 
LI_R_MD60,TOTAL,M,SE,2016-01-01,8.4 
LI_R_MD60,TOTAL,M,SE,2017-01-01,8.2 
LI_R_MD60,TOTAL,M,SI,2006-01-01,9.2 
LI_R_MD60,TOTAL,M,SI,2007-01-01,8.4 
LI_R_MD60,TOTAL,M,SI,2008-01-01,8.1 
LI_R_MD60,TOTAL,M,SI,2009-01-01,5.7 
LI_R_MD60,TOTAL,M,SI,2010-01-01,7.4 
LI_R_MD60,TOTAL,M,SI,2011-01-01,7.7 
LI_R_MD60,TOTAL,M,SI,2012-01-01,8.6 
LI_R_MD60,TOTAL,M,SI,2013-01-01,11.1 
LI_R_MD60,TOTAL,M,SI,2014-01-01,11.1 
LI_R_MD60,TOTAL,M,SI,2015-01-01,9.1 
LI_R_MD60,TOTAL,M,SI,2016-01-01,8.8 
LI_R_MD60,TOTAL,M,SI,2017-01-01,: 
LI_R_MD60,TOTAL,M,SK,2006-01-01,9.4 
LI_R_MD60,TOTAL,M,SK,2007-01-01,5.5 
LI_R_MD60,TOTAL,M,SK,2008-01-01,4.9 
LI_R_MD60,TOTAL,M,SK,2009-01-01,2.6 
LI_R_MD60,TOTAL,M,SK,2010-01-01,2.8 
LI_R_MD60,TOTAL,M,SK,2011-01-01,2.9 
LI_R_MD60,TOTAL,M,SK,2012-01-01,2.2 
LI_R_MD60,TOTAL,M,SK,2013-01-01,3.0 
LI_R_MD60,TOTAL,M,SK,2014-01-01,3.4 
LI_R_MD60,TOTAL,M,SK,2015-01-01,3.7 
LI_R_MD60,TOTAL,M,SK,2016-01-01,3.1 
LI_R_MD60,TOTAL,M,SK,2017-01-01,3.9 
LI_R_MD60,TOTAL,M,UK,2006-01-01,17.1 
LI_R_MD60,TOTAL,M,UK,2007-01-01,14.4 
LI_R_MD60,TOTAL,M,UK,2008-01-01,13.8 
LI_R_MD60,TOTAL,M,UK,2009-01-01,15.2 
LI_R_MD60,TOTAL,M,UK,2010-01-01,16.1 
LI_R_MD60,TOTAL,M,UK,2011-01-01,15.7 
LI_R_MD60,TOTAL,M,UK,2012-01-01,16.0 b
LI_R_MD60,TOTAL,M,UK,2013-01-01,15.7 
LI_R_MD60,TOTAL,M,UK,2014-01-01,15.2 
LI_R_MD60,TOTAL,M,UK,2015-01-01,14.2 
LI_R_MD60,TOTAL,M,UK,2016-01-01,13.0 
LI_R_MD60,TOTAL,M,UK,2017-01-01,: 
LI_R_MD60,TOTAL,T,AT,2006-01-01,12.8 
LI_R_MD60,TOTAL,T,AT,2007-01-01,12.5 
LI_R_MD60,TOTAL,T,AT,2008-01-01,14.2 b
LI_R_MD60,TOTAL,T,AT,2009-01-01,11.7 
LI_R_MD60,TOTAL,T,AT,2010-01-01,11.9 
LI_R_MD60,TOTAL,T,AT,2011-01-01,12.3 
LI_R_MD60,TOTAL,T,AT,2012-01-01,12.1 
LI_R_MD60,TOTAL,T,AT,2013-01-01,12.6 
LI_R_MD60,TOTAL,T,AT,2014-01-01,11.2 
LI_R_MD60,TOTAL,T,AT,2015-01-01,11.3 
LI_R_MD60,TOTAL,T,AT,2016-01-01,10.9 
LI_R_MD60,TOTAL,T,AT,2017-01-01,: 
LI_R_MD60,TOTAL,T,BE,2006-01-01,14.2 
LI_R_MD60,TOTAL,T,BE,2007-01-01,14.4 
LI_R_MD60,TOTAL,T,BE,2008-01-01,15.0 
LI_R_MD60,TOTAL,T,BE,2009-01-01,11.5 
LI_R_MD60,TOTAL,T,BE,2010-01-01,12.3 
LI_R_MD60,TOTAL,T,BE,2011-01-01,13.1 
LI_R_MD60,TOTAL,T,BE,2012-01-01,13.6 
LI_R_MD60,TOTAL,T,BE,2013-01-01,11.5 
LI_R_MD60,TOTAL,T,BE,2014-01-01,11.9 
LI_R_MD60,TOTAL,T,BE,2015-01-01,11.1 
LI_R_MD60,TOTAL,T,BE,2016-01-01,11.7 
LI_R_MD60,TOTAL,T,BE,2017-01-01,: 
LI_R_MD60,TOTAL,T,CY,2006-01-01,12.5 
LI_R_MD60,TOTAL,T,CY,2007-01-01,10.2 
LI_R_MD60,TOTAL,T,CY,2008-01-01,10.8 
LI_R_MD60,TOTAL,T,CY,2009-01-01,9.8 
LI_R_MD60,TOTAL,T,CY,2010-01-01,12.1 
LI_R_MD60,TOTAL,T,CY,2011-01-01,10.6 
LI_R_MD60,TOTAL,T,CY,2012-01-01,11.5 
LI_R_MD60,TOTAL,T,CY,2013-01-01,15.2 
LI_R_MD60,TOTAL,T,CY,2014-01-01,19.6 
LI_R_MD60,TOTAL,T,CY,2015-01-01,23.5 
LI_R_MD60,TOTAL,T,CY,2016-01-01,21.5 
LI_R_MD60,TOTAL,T,CY,2017-01-01,18.9 
LI_R_MD60,TOTAL,T,CZ,2006-01-01,8.7 
LI_R_MD60,TOTAL,T,CZ,2007-01-01,7.2 
LI_R_MD60,TOTAL,T,CZ,2008-01-01,6.0 
LI_R_MD60,TOTAL,T,CZ,2009-01-01,4.6 
LI_R_MD60,TOTAL,T,CZ,2010-01-01,5.1 
LI_R_MD60,TOTAL,T,CZ,2011-01-01,5.1 
LI_R_MD60,TOTAL,T,CZ,2012-01-01,5.5 
LI_R_MD60,TOTAL,T,CZ,2013-01-01,4.8 
LI_R_MD60,TOTAL,T,CZ,2014-01-01,5.2 
LI_R_MD60,TOTAL,T,CZ,2015-01-01,4.9 
LI_R_MD60,TOTAL,T,CZ,2016-01-01,4.3 
LI_R_MD60,TOTAL,T,CZ,2017-01-01,: 
LI_R_MD60,TOTAL,T,DE,2006-01-01,15.3 
LI_R_MD60,TOTAL,T,DE,2007-01-01,13.8 
LI_R_MD60,TOTAL,T,DE,2008-01-01,13.4 
LI_R_MD60,TOTAL,T,DE,2009-01-01,13.5 
LI_R_MD60,TOTAL,T,DE,2010-01-01,13.3 
LI_R_MD60,TOTAL,T,DE,2011-01-01,14.1 
LI_R_MD60,TOTAL,T,DE,2012-01-01,14.2 
LI_R_MD60,TOTAL,T,DE,2013-01-01,14.7 
LI_R_MD60,TOTAL,T,DE,2014-01-01,15.1 
LI_R_MD60,TOTAL,T,DE,2015-01-01,13.8 
LI_R_MD60,TOTAL,T,DE,2016-01-01,12.2 
LI_R_MD60,TOTAL,T,DE,2017-01-01,11.2 
LI_R_MD60,TOTAL,T,DK,2006-01-01,11.3 
LI_R_MD60,TOTAL,T,DK,2007-01-01,10.8 
LI_R_MD60,TOTAL,T,DK,2008-01-01,11.2 
LI_R_MD60,TOTAL,T,DK,2009-01-01,11.1 
LI_R_MD60,TOTAL,T,DK,2010-01-01,11.6 
LI_R_MD60,TOTAL,T,DK,2011-01-01,9.4 b
LI_R_MD60,TOTAL,T,DK,2012-01-01,9.8 
LI_R_MD60,TOTAL,T,DK,2013-01-01,9.5 
LI_R_MD60,TOTAL,T,DK,2014-01-01,9.8 
LI_R_MD60,TOTAL,T,DK,2015-01-01,8.7 
LI_R_MD60,TOTAL,T,DK,2016-01-01,8.7 
LI_R_MD60,TOTAL,T,DK,2017-01-01,: 
LI_R_MD60,TOTAL,T,EA18,2006-01-01,15.9 
LI_R_MD60,TOTAL,T,EA18,2007-01-01,15.0 
LI_R_MD60,TOTAL,T,EA18,2008-01-01,14.1 e
LI_R_MD60,TOTAL,T,EA18,2009-01-01,13.4 e
LI_R_MD60,TOTAL,T,EA18,2010-01-01,13.6 e
LI_R_MD60,TOTAL,T,EA18,2011-01-01,15.4 e
LI_R_MD60,TOTAL,T,EA18,2012-01-01,16.5 e
LI_R_MD60,TOTAL,T,EA18,2013-01-01,17.3 e
LI_R_MD60,TOTAL,T,EA18,2014-01-01,18.1 e
LI_R_MD60,TOTAL,T,EA18,2015-01-01,17.4 e
LI_R_MD60,TOTAL,T,EA18,2016-01-01,16.4 e
LI_R_MD60,TOTAL,T,EA18,2017-01-01,16.0 e
LI_R_MD60,TOTAL,T,EA19,2006-01-01,15.9 
LI_R_MD60,TOTAL,T,EA19,2007-01-01,14.9 
LI_R_MD60,TOTAL,T,EA19,2008-01-01,14.0 e
LI_R_MD60,TOTAL,T,EA19,2009-01-01,13.3 e
LI_R_MD60,TOTAL,T,EA19,2010-01-01,13.6 e
LI_R_MD60,TOTAL,T,EA19,2011-01-01,15.3 e
LI_R_MD60,TOTAL,T,EA19,2012-01-01,16.4 e
LI_R_MD60,TOTAL,T,EA19,2013-01-01,17.2 e
LI_R_MD60,TOTAL,T,EA19,2014-01-01,18.0 e
LI_R_MD60,TOTAL,T,EA19,2015-01-01,17.3 e
LI_R_MD60,TOTAL,T,EA19,2016-01-01,16.3 e
LI_R_MD60,TOTAL,T,EA19,2017-01-01,15.9 e
LI_R_MD60,TOTAL,T,EE,2006-01-01,11.5 
LI_R_MD60,TOTAL,T,EE,2007-01-01,8.1 
LI_R_MD60,TOTAL,T,EE,2008-01-01,5.4 
LI_R_MD60,TOTAL,T,EE,2009-01-01,3.7 
LI_R_MD60,TOTAL,T,EE,2010-01-01,5.3 
LI_R_MD60,TOTAL,T,EE,2011-01-01,7.9 
LI_R_MD60,TOTAL,T,EE,2012-01-01,7.2 
LI_R_MD60,TOTAL,T,EE,2013-01-01,6.4 
LI_R_MD60,TOTAL,T,EE,2014-01-01,6.3 b
LI_R_MD60,TOTAL,T,EE,2015-01-01,5.0 
LI_R_MD60,TOTAL,T,EE,2016-01-01,3.4 
LI_R_MD60,TOTAL,T,EE,2017-01-01,2.9 
LI_R_MD60,TOTAL,T,EL,2006-01-01,20.2 
LI_R_MD60,TOTAL,T,EL,2007-01-01,19.6 
LI_R_MD60,TOTAL,T,EL,2008-01-01,18.5 
LI_R_MD60,TOTAL,T,EL,2009-01-01,16.2 
LI_R_MD60,TOTAL,T,EL,2010-01-01,16.3 
LI_R_MD60,TOTAL,T,EL,2011-01-01,22.9 
LI_R_MD60,TOTAL,T,EL,2012-01-01,32.3 
LI_R_MD60,TOTAL,T,EL,2013-01-01,40.0 
LI_R_MD60,TOTAL,T,EL,2014-01-01,42.7 
LI_R_MD60,TOTAL,T,EL,2015-01-01,42.2 
LI_R_MD60,TOTAL,T,EL,2016-01-01,42.4 
LI_R_MD60,TOTAL,T,EL,2017-01-01,: 
LI_R_MD60,TOTAL,T,ES,2006-01-01,18.9 
LI_R_MD60,TOTAL,T,ES,2007-01-01,17.7 
LI_R_MD60,TOTAL,T,ES,2008-01-01,12.9 b
LI_R_MD60,TOTAL,T,ES,2009-01-01,11.5 
LI_R_MD60,TOTAL,T,ES,2010-01-01,13.0 
LI_R_MD60,TOTAL,T,ES,2011-01-01,15.3 
LI_R_MD60,TOTAL,T,ES,2012-01-01,17.1 
LI_R_MD60,TOTAL,T,ES,2013-01-01,17.6 
LI_R_MD60,TOTAL,T,ES,2014-01-01,20.7 
LI_R_MD60,TOTAL,T,ES,2015-01-01,19.9 
LI_R_MD60,TOTAL,T,ES,2016-01-01,18.8 
LI_R_MD60,TOTAL,T,ES,2017-01-01,: 
LI_R_MD60,TOTAL,T,EU28,2006-01-01,: 
LI_R_MD60,TOTAL,T,EU28,2007-01-01,: 
LI_R_MD60,TOTAL,T,EU28,2008-01-01,: 
LI_R_MD60,TOTAL,T,EU28,2009-01-01,: 
LI_R_MD60,TOTAL,T,EU28,2010-01-01,13.0 e
LI_R_MD60,TOTAL,T,EU28,2011-01-01,14.2 e
LI_R_MD60,TOTAL,T,EU28,2012-01-01,14.8 e
LI_R_MD60,TOTAL,T,EU28,2013-01-01,15.3 e
LI_R_MD60,TOTAL,T,EU28,2014-01-01,15.7 e
LI_R_MD60,TOTAL,T,EU28,2015-01-01,14.9 e
LI_R_MD60,TOTAL,T,EU28,2016-01-01,14.0 e
LI_R_MD60,TOTAL,T,EU28,2017-01-01,: 
LI_R_MD60,TOTAL,T,FI,2006-01-01,11.0 
LI_R_MD60,TOTAL,T,FI,2007-01-01,11.0 
LI_R_MD60,TOTAL,T,FI,2008-01-01,10.9 
LI_R_MD60,TOTAL,T,FI,2009-01-01,9.4 
LI_R_MD60,TOTAL,T,FI,2010-01-01,8.5 
LI_R_MD60,TOTAL,T,FI,2011-01-01,8.8 
LI_R_MD60,TOTAL,T,FI,2012-01-01,9.1 
LI_R_MD60,TOTAL,T,FI,2013-01-01,7.8 
LI_R_MD60,TOTAL,T,FI,2014-01-01,8.1 
LI_R_MD60,TOTAL,T,FI,2015-01-01,7.4 
LI_R_MD60,TOTAL,T,FI,2016-01-01,7.2 
LI_R_MD60,TOTAL,T,FI,2017-01-01,: 
LI_R_MD60,TOTAL,T,HU,2006-01-01,13.5 
LI_R_MD60,TOTAL,T,HU,2007-01-01,10.3 
LI_R_MD60,TOTAL,T,HU,2008-01-01,9.5 
LI_R_MD60,TOTAL,T,HU,2009-01-01,8.7 
LI_R_MD60,TOTAL,T,HU,2010-01-01,10.2 
LI_R_MD60,TOTAL,T,HU,2011-01-01,11.9 
LI_R_MD60,TOTAL,T,HU,2012-01-01,12.2 
LI_R_MD60,TOTAL,T,HU,2013-01-01,14.1 
LI_R_MD60,TOTAL,T,HU,2014-01-01,12.6 
LI_R_MD60,TOTAL,T,HU,2015-01-01,11.0 
LI_R_MD60,TOTAL,T,HU,2016-01-01,8.7 
LI_R_MD60,TOTAL,T,HU,2017-01-01,: 
LI_R_MD60,TOTAL,T,IE,2006-01-01,17.0 
LI_R_MD60,TOTAL,T,IE,2007-01-01,12.0 
LI_R_MD60,TOTAL,T,IE,2008-01-01,9.9 
LI_R_MD60,TOTAL,T,IE,2009-01-01,9.9 
